pokedex_number,name,status,species,height,weight,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,growth_rate,percentage_male,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy,generation,type_number,type_1,type_2,egg_type_number,egg_type_1,egg_type_2
249,Lugia,Legendary,Diving Pokémon,5.21,216.0,2,Pressure,,Multiscale,680,106,90,130,90,154,110,3.0,0.0,306.0,Slow,,120.0,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2,2,Psychic,Flying,1,Undiscovered,
250,Ho-oh,Legendary,Rainbow Pokémon,3.81,199.0,2,Pressure,,Regenerator,680,106,130,90,110,154,90,3.0,0.0,306.0,Slow,,120.0,1.0,0.5,2.0,2.0,0.25,1.0,0.5,1.0,0.0,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,0.5,2,2,Fire,Flying,1,Undiscovered,
251,Celebi,Mythical,Time Travel Pokémon,0.61,5.0,1,Natural Cure,,,600,100,100,100,100,100,100,45.0,100.0,270.0,Medium Slow,,120.0,1.0,2.0,0.5,0.5,0.5,2.0,0.5,2.0,0.5,2.0,0.5,4.0,1.0,2.0,1.0,2.0,1.0,1.0,2,2,Psychic,Grass,1,Undiscovered,
252,Treecko,Normal,Wood Gecko Pokémon,0.51,5.0,2,Overgrow,,Unburden,310,40,45,35,65,55,70,45.0,70.0,62.0,Medium Slow,87.5,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3,1,Grass,,2,Dragon,Monster
253,Grovyle,Normal,Wood Gecko Pokémon,0.89,21.6,2,Overgrow,,Unburden,405,50,65,45,85,65,95,45.0,70.0,142.0,Medium Slow,87.5,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3,1,Grass,,2,Dragon,Monster
254,Sceptile,Normal,Forest Pokémon,1.7,52.2,2,Overgrow,,Unburden,530,70,85,65,105,85,120,45.0,70.0,239.0,Medium Slow,87.5,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3,1,Grass,,2,Dragon,Monster
254,Mega Sceptile,Normal,Forest Pokémon,1.91,55.2,1,Lightning Rod,,,630,70,110,75,145,85,145,45.0,70.0,284.0,Medium Slow,87.5,20.0,1.0,1.0,0.25,0.0,0.25,4.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,3,2,Grass,Dragon,2,Dragon,Monster
255,Torchic,Normal,Chick Pokémon,0.41,2.5,2,Blaze,,Speed Boost,310,45,60,40,70,50,45,45.0,70.0,62.0,Medium Slow,87.5,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,3,1,Fire,,1,Field,
256,Combusken,Normal,Young Fowl Pokémon,0.89,19.5,2,Blaze,,Speed Boost,405,60,85,60,85,60,55,45.0,70.0,142.0,Medium Slow,87.5,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0,3,2,Fire,Fighting,1,Field,
257,Blaziken,Normal,Blaze Pokémon,1.91,52.0,2,Blaze,,Speed Boost,530,80,120,70,110,70,80,45.0,70.0,239.0,Medium Slow,87.5,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0,3,2,Fire,Fighting,1,Field,
257,Mega Blaziken,Normal,Blaze Pokémon,1.91,52.0,1,Speed Boost,,,630,80,160,80,130,80,100,45.0,70.0,284.0,Medium Slow,87.5,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0,3,2,Fire,Fighting,1,Field,
258,Mudkip,Normal,Mud Fish Pokémon,0.41,7.6,2,Torrent,,Damp,310,50,70,50,50,50,40,45.0,70.0,62.0,Medium Slow,87.5,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,3,1,Water,,2,Monster,Water 1
259,Marshtomp,Normal,Mud Fish Pokémon,0.71,28.0,2,Torrent,,Damp,405,70,85,70,60,70,50,45.0,70.0,142.0,Medium Slow,87.5,20.0,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,3,2,Water,Ground,2,Monster,Water 1
260,Swampert,Normal,Mud Fish Pokémon,1.5,81.9,2,Torrent,,Damp,535,100,110,90,85,90,60,45.0,70.0,241.0,Medium Slow,87.5,20.0,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,3,2,Water,Ground,2,Monster,Water 1
260,Mega Swampert,Normal,Mud Fish Pokémon,1.91,102.0,1,Swift Swim,,,635,100,150,110,95,110,70,45.0,70.0,286.0,Medium Slow,87.5,20.0,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,3,2,Water,Ground,2,Monster,Water 1
261,Poochyena,Normal,Bite Pokémon,0.51,13.6,3,Run Away,Quick Feet,Rattled,220,35,55,35,30,30,35,255.0,70.0,56.0,Medium Fast,50.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,3,1,Dark,,1,Field,
262,Mightyena,Normal,Bite Pokémon,0.99,37.0,3,Intimidate,Quick Feet,Moxie,420,70,90,70,60,60,70,127.0,70.0,147.0,Medium Fast,50.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,3,1,Dark,,1,Field,
263,Zigzagoon,Normal,TinyRaccoon Pokémon,0.41,17.5,3,Pickup,Gluttony,Quick Feet,240,38,30,41,30,41,60,255.0,70.0,56.0,Medium Fast,50.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3,1,Normal,,1,Field,
263,Galarian Zigzagoon,Normal,Tiny Raccoon Pokémon,0.41,17.5,3,Pickup,Gluttony,Quick Feet,240,38,30,41,30,41,60,,,,Medium Fast,,15.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.5,1.0,2.0,3,2,Dark,Normal,1,Field,
264,Linoone,Normal,Rushing Pokémon,0.51,32.5,3,Pickup,Gluttony,Quick Feet,420,78,70,61,50,61,100,90.0,70.0,147.0,Medium Fast,50.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3,1,Normal,,1,Field,
264,Galarian Linoone,Normal,Rushing Pokémon,0.51,32.5,3,Pickup,Gluttony,Quick Feet,420,78,70,61,50,61,100,,,,Medium Fast,,15.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.5,1.0,2.0,3,2,Dark,Normal,1,Field,
265,Wurmple,Normal,Worm Pokémon,0.3,3.6,2,Shield Dust,,Run Away,195,45,45,35,20,30,20,255.0,70.0,56.0,Medium Fast,50.0,15.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3,1,Bug,,1,Bug,
266,Silcoon,Normal,Cocoon Pokémon,0.61,10.0,1,Shed Skin,,,205,50,35,55,25,25,15,120.0,70.0,72.0,Medium Fast,50.0,15.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3,1,Bug,,1,Bug,
267,Beautifly,Normal,Butterfly Pokémon,0.99,28.4,2,Swarm,,Rivalry,395,60,70,50,100,50,65,45.0,70.0,178.0,Medium Fast,50.0,15.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,3,2,Bug,Flying,1,Bug,
268,Cascoon,Normal,Cocoon Pokémon,0.71,11.5,1,Shed Skin,,,205,50,35,55,25,25,15,120.0,70.0,72.0,Medium Fast,50.0,15.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3,1,Bug,,1,Bug,
269,Dustox,Normal,Poison Moth Pokémon,1.19,31.6,2,Shield Dust,,Compound Eyes,385,60,50,70,50,90,65,45.0,70.0,173.0,Medium Fast,50.0,15.0,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,3,2,Bug,Poison,1,Bug,
270,Lotad,Normal,Water Weed Pokémon,0.51,2.6,3,Swift Swim,Rain Dish,Own Tempo,220,40,30,30,40,50,30,255.0,70.0,44.0,Medium Slow,50.0,15.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,3,2,Water,Grass,2,Grass,Water 1
271,Lombre,Normal,Jolly Pokémon,1.19,32.5,3,Swift Swim,Rain Dish,Own Tempo,340,60,50,50,60,70,50,120.0,70.0,119.0,Medium Slow,50.0,15.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,3,2,Water,Grass,2,Grass,Water 1
272,Ludicolo,Normal,Carefree Pokémon,1.5,55.0,3,Swift Swim,Rain Dish,Own Tempo,480,80,70,70,90,100,70,45.0,70.0,216.0,Medium Slow,50.0,15.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,3,2,Water,Grass,2,Grass,Water 1
273,Seedot,Normal,Acorn Pokémon,0.51,4.0,3,Chlorophyll,Early Bird,Pickpocket,220,40,40,50,30,30,30,255.0,70.0,44.0,Medium Slow,50.0,15.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3,1,Grass,,2,Field,Grass
274,Nuzleaf,Normal,Wily Pokémon,0.99,28.0,3,Chlorophyll,Early Bird,Pickpocket,340,70,70,40,60,40,60,120.0,70.0,119.0,Medium Slow,50.0,15.0,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,0.0,4.0,1.0,0.5,1.0,0.5,1.0,2.0,3,2,Grass,Dark,2,Field,Grass
275,Shiftry,Normal,Wicked Pokémon,1.3,59.6,3,Chlorophyll,Early Bird,Pickpocket,480,90,100,60,90,60,80,45.0,70.0,216.0,Medium Slow,50.0,15.0,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,0.0,4.0,1.0,0.5,1.0,0.5,1.0,2.0,3,2,Grass,Dark,2,Field,Grass
276,Taillow,Normal,TinySwallow Pokémon,0.3,2.3,2,Guts,,Scrappy,270,40,55,30,30,30,85,200.0,70.0,54.0,Medium Slow,50.0,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,3,2,Normal,Flying,1,Flying,
277,Swellow,Normal,Swallow Pokémon,0.71,19.8,2,Guts,,Scrappy,455,60,85,60,75,50,125,45.0,70.0,159.0,Medium Slow,50.0,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,3,2,Normal,Flying,1,Flying,
278,Wingull,Normal,Seagull Pokémon,0.61,9.5,3,Keen Eye,Hydration,Rain Dish,270,40,30,30,55,30,85,190.0,70.0,54.0,Medium Fast,50.0,20.0,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,3,2,Water,Flying,2,Flying,Water 1
279,Pelipper,Normal,Water Bird Pokémon,1.19,28.0,3,Keen Eye,Drizzle,Rain Dish,440,60,50,100,95,70,65,45.0,70.0,154.0,Medium Fast,50.0,20.0,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,3,2,Water,Flying,2,Flying,Water 1
280,Ralts,Normal,Feeling Pokémon,0.41,6.6,3,Synchronize,Trace,Telepathy,198,28,25,25,45,35,40,235.0,35.0,40.0,Slow,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0,3,2,Psychic,Fairy,2,Amorphous,Human-Like
281,Kirlia,Normal,Emotion Pokémon,0.79,20.2,3,Synchronize,Trace,Telepathy,278,38,35,35,65,55,50,120.0,35.0,97.0,Slow,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0,3,2,Psychic,Fairy,2,Amorphous,Human-Like
282,Gardevoir,Normal,Embrace Pokémon,1.6,48.4,3,Synchronize,Trace,Telepathy,518,68,65,65,125,115,80,45.0,35.0,233.0,Slow,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0,3,2,Psychic,Fairy,2,Amorphous,Human-Like
282,Mega Gardevoir,Normal,Embrace Pokémon,1.6,48.4,1,Pixilate,,,618,68,85,65,165,135,100,45.0,35.0,278.0,Slow,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0,3,2,Psychic,Fairy,1,Amorphous,
283,Surskit,Normal,Pond Skater Pokémon,0.51,1.7,2,Swift Swim,,Rain Dish,269,40,30,32,50,52,65,200.0,70.0,54.0,Medium Fast,50.0,15.0,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,3,2,Bug,Water,2,Bug,Water 1
284,Masquerain,Normal,Eyeball Pokémon,0.79,3.6,2,Intimidate,,Unnerve,454,70,60,62,100,82,80,75.0,70.0,159.0,Medium Fast,50.0,15.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,3,2,Bug,Flying,2,Bug,Water 1
285,Shroomish,Normal,Mushroom Pokémon,0.41,4.5,3,Effect Spore,Poison Heal,Quick Feet,295,60,40,60,40,60,35,255.0,70.0,59.0,Fluctuating,50.0,15.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3,1,Grass,,2,Fairy,Grass
286,Breloom,Normal,Mushroom Pokémon,1.19,39.2,3,Effect Spore,Poison Heal,Technician,460,60,130,80,60,60,70,90.0,70.0,161.0,Fluctuating,50.0,15.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,3,2,Grass,Fighting,2,Fairy,Grass
287,Slakoth,Normal,Slacker Pokémon,0.79,24.0,1,Truant,,,280,60,60,60,35,35,30,255.0,70.0,56.0,Slow,50.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3,1,Normal,,1,Field,
288,Vigoroth,Normal,Wild Monkey Pokémon,1.4,46.5,1,Vital Spirit,,,440,80,80,80,55,55,90,120.0,70.0,154.0,Slow,50.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3,1,Normal,,1,Field,
289,Slaking,Normal,Lazy Pokémon,2.01,130.5,1,Truant,,,670,150,160,100,95,65,100,45.0,70.0,252.0,Slow,50.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3,1,Normal,,1,Field,
290,Nincada,Normal,Trainee Pokémon,0.51,5.5,2,Compound Eyes,,Run Away,266,31,45,90,30,30,40,255.0,70.0,53.0,Erratic,50.0,15.0,1.0,2.0,2.0,0.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,2,Bug,Ground,1,Bug,
291,Ninjask,Normal,Ninja Pokémon,0.79,12.0,2,Speed Boost,,Infiltrator,456,61,90,45,50,50,160,120.0,70.0,160.0,Erratic,50.0,15.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,3,2,Bug,Flying,1,Bug,
292,Shedinja,Normal,Shed Pokémon,0.79,1.2,1,Wonder Guard,,,236,1,90,45,30,30,40,45.0,70.0,83.0,Erratic,,15.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,3,2,Bug,Ghost,1,Mineral,
293,Whismur,Normal,Whisper Pokémon,0.61,16.3,2,Soundproof,,Rattled,240,64,51,23,51,23,28,190.0,70.0,48.0,Medium Slow,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3,1,Normal,,2,Field,Monster
294,Loudred,Normal,Big Voice Pokémon,0.99,40.5,2,Soundproof,,Scrappy,360,84,71,43,71,43,48,120.0,70.0,126.0,Medium Slow,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3,1,Normal,,2,Field,Monster
295,Exploud,Normal,Loud Noise Pokémon,1.5,84.0,2,Soundproof,,Scrappy,490,104,91,63,91,73,68,45.0,70.0,221.0,Medium Slow,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3,1,Normal,,2,Field,Monster
296,Makuhita,Normal,Guts Pokémon,0.99,86.4,3,Thick Fat,Guts,Sheer Force,237,72,60,30,20,30,25,180.0,70.0,47.0,Fluctuating,75.0,20.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,3,1,Fighting,,1,Human-Like,
297,Hariyama,Normal,Arm Thrust Pokémon,2.31,253.8,3,Thick Fat,Guts,Sheer Force,474,144,120,60,40,60,50,200.0,70.0,166.0,Fluctuating,75.0,20.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,3,1,Fighting,,1,Human-Like,
298,Azurill,Normal,Polka Dot Pokémon,0.2,2.0,3,Thick Fat,Huge Power,Sap Sipper,190,50,20,40,20,40,20,150.0,70.0,38.0,Fast,25.0,10.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.5,2.0,1.0,3,2,Normal,Fairy,1,Undiscovered,
299,Nosepass,Normal,Compass Pokémon,0.99,97.0,3,Sturdy,Magnet Pull,Sand Force,375,30,45,135,45,90,30,255.0,70.0,75.0,Medium Fast,50.0,20.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3,1,Rock,,1,Mineral,
300,Skitty,Normal,Kitten Pokémon,0.61,11.0,3,Cute Charm,Normalize,Wonder Skin,260,50,45,45,35,35,50,255.0,70.0,52.0,Fast,25.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3,1,Normal,,2,Fairy,Field
301,Delcatty,Normal,Prim Pokémon,1.09,32.6,3,Cute Charm,Normalize,Wonder Skin,400,70,65,65,55,55,90,60.0,70.0,140.0,Fast,25.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3,1,Normal,,2,Fairy,Field
302,Sableye,Normal,Darkness Pokémon,0.51,11.0,3,Keen Eye,Stall,Prankster,380,50,75,75,65,65,50,45.0,35.0,133.0,Medium Slow,50.0,25.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3,2,Dark,Ghost,1,Human-Like,
302,Mega Sableye,Normal,Darkness Pokémon,0.51,161.0,1,Magic Bounce,,,480,50,85,125,85,115,20,45.0,35.0,168.0,Medium Slow,50.0,25.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3,2,Dark,Ghost,1,Human-Like,
303,Mawile,Normal,Deceiver Pokémon,0.61,11.5,3,Hyper Cutter,Intimidate,Sheer Force,380,50,85,85,55,55,50,45.0,70.0,133.0,Fast,50.0,20.0,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.5,0.25,0.5,1.0,0.0,0.5,1.0,0.5,3,2,Steel,Fairy,2,Fairy,Field
303,Mega Mawile,Normal,Deceiver Pokémon,0.99,23.5,1,Huge Power,,,480,50,105,125,55,95,50,45.0,70.0,168.0,Fast,50.0,20.0,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.5,0.25,0.5,1.0,0.0,0.5,1.0,0.5,3,2,Steel,Fairy,2,Fairy,Field
304,Aron,Normal,Iron Armor Pokémon,0.41,60.0,3,Sturdy,Rock Head,Heavy Metal,330,50,70,100,40,40,30,180.0,35.0,66.0,Slow,50.0,35.0,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5,3,2,Steel,Rock,1,Monster,
305,Lairon,Normal,Iron Armor Pokémon,0.89,120.0,3,Sturdy,Rock Head,Heavy Metal,430,60,90,140,50,50,40,90.0,35.0,151.0,Slow,50.0,35.0,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5,3,2,Steel,Rock,1,Monster,
306,Aggron,Normal,Iron Armor Pokémon,2.11,360.0,3,Sturdy,Rock Head,Heavy Metal,530,70,110,180,60,60,50,45.0,35.0,239.0,Slow,50.0,35.0,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5,3,2,Steel,Rock,1,Monster,
306,Mega Aggron,Normal,Iron Armor Pokémon,2.21,395.0,1,Filter,,,630,70,140,230,60,80,50,45.0,35.0,284.0,Slow,50.0,35.0,0.5,1.5,1.0,1.0,0.5,0.5,1.5,0.0,1.5,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5,3,1,Steel,,1,Monster,
307,Meditite,Normal,Meditate Pokémon,0.61,11.2,2,Pure Power,,Telepathy,280,30,40,55,40,55,60,180.0,70.0,56.0,Medium Fast,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,3,2,Fighting,Psychic,1,Human-Like,
308,Medicham,Normal,Meditate Pokémon,1.3,31.5,2,Pure Power,,Telepathy,410,60,60,75,60,75,80,90.0,70.0,144.0,Medium Fast,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,3,2,Fighting,Psychic,1,Human-Like,
308,Mega Medicham,Normal,Meditate Pokémon,1.3,31.5,1,Pure Power,,,510,60,100,85,80,85,100,90.0,70.0,179.0,Medium Fast,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,3,2,Fighting,Psychic,1,Human-Like,
309,Electrike,Normal,Lightning Pokémon,0.61,15.2,3,Static,Lightning Rod,Minus,295,40,45,40,65,40,65,120.0,70.0,59.0,Slow,50.0,20.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,3,1,Electric,,1,Field,
310,Manectric,Normal,Discharge Pokémon,1.5,40.2,3,Static,Lightning Rod,Minus,475,70,75,60,105,60,105,45.0,70.0,166.0,Slow,50.0,20.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,3,1,Electric,,1,Field,
310,Mega Manectric,Normal,Discharge Pokémon,1.8,44.0,1,Intimidate,,,575,70,75,80,135,80,135,45.0,70.0,201.0,Slow,50.0,20.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,3,1,Electric,,1,Field,
311,Plusle,Normal,Cheering Pokémon,0.41,4.2,2,Plus,,Lightning Rod,405,60,50,40,85,75,95,200.0,70.0,142.0,Medium Fast,50.0,20.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,3,1,Electric,,1,Fairy,
312,Minun,Normal,Cheering Pokémon,0.41,4.2,2,Minus,,Volt Absorb,405,60,40,50,75,85,95,200.0,70.0,142.0,Medium Fast,50.0,20.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,3,1,Electric,,1,Fairy,
313,Volbeat,Normal,Firefly Pokémon,0.71,17.7,3,Illuminate,Swarm,Prankster,430,65,73,75,47,85,85,150.0,70.0,151.0,Erratic,100.0,15.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3,1,Bug,,2,Bug,Human-Like
314,Illumise,Normal,Firefly Pokémon,0.61,17.7,3,Oblivious,Tinted Lens,Prankster,430,65,47,75,73,85,85,150.0,70.0,151.0,Fluctuating,0.0,15.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3,1,Bug,,2,Bug,Human-Like
